age,annual_income,loan_amount,term_months,credit_score,employment_years,debt_to_income,num_credit_lines,past_delinquencies,loan_purpose,default
50,75443.0,25245.0,36,804.0,1,33.46,0,2,home_improvement,0
49,65612.0,7616.0,48,598.0,6,11.61,2,1,debt_consolidation,0
66,65061.0,15003.0,48,591.0,2,23.06,5,0,car,0
73,60642.0,21375.0,36,614.0,8,35.25,3,0,debt_consolidation,0
26,20302.0,26567.0,36,632.0,5,130.86,7,1,car,0
55,36990.0,21025.0,48,662.0,6,56.84,6,0,car,0
61,38210.0,24307.0,60,564.0,0,63.61,3,0,small_business,0
57,10805.0,6214.0,36,727.0,0,57.51,3,0,other,0
44,33860.0,500.0,48,540.0,1,1.48,5,1,small_business,0
49,34078.0,27644.0,36,608.0,3,81.12,4,0,car,0
69,47520.0,3648.0,36,693.0,2,7.68,3,0,debt_consolidation,0
66,95648.0,12943.0,36,688.0,1,13.53,5,1,small_business,0
73,44582.0,24694.0,36,444.0,4,55.39,6,1,debt_consolidation,0
51,47530.0,15320.0,48,635.0,2,32.23,2,0,home_improvement,0
55,39996.0,23432.0,48,643.0,4,58.59,7,0,other,0
53,59754.0,44458.0,72,656.0,7,74.4,3,0,small_business,0
72,23522.0,21618.0,36,597.0,7,91.91,6,0,home_improvement,0
41,82921.0,6256.0,72,622.0,1,7.54,5,0,debt_consolidation,0
52,42517.0,500.0,48,676.0,1,1.18,3,0,car,0
43,37096.0,23120.0,36,692.0,2,62.32,4,1,home_improvement,0
53,64401.0,15978.0,36,539.0,0,24.81,7,1,home_improvement,0
23,27182.0,500.0,48,672.0,0,1.84,3,0,home_improvement,0
38,59385.0,29149.0,60,664.0,11,49.08,1,0,debt_consolidation,0
45,73103.0,23690.0,48,699.0,11,32.41,2,0,debt_consolidation,0
62,40173.0,14861.0,48,579.0,1,36.99,1,0,debt_consolidation,0
51,86057.0,41242.0,36,671.0,5,47.92,4,0,car,0
74,57886.0,27278.0,36,509.0,1,47.12,3,0,debt_consolidation,0
23,58134.0,3112.0,36,614.0,2,5.35,7,0,home_improvement,0
60,72317.0,29072.0,36,617.0,4,40.2,2,0,debt_consolidation,0
66,77615.0,18059.0,60,645.0,2,23.27,4,0,debt_consolidation,0
44,50237.0,37720.0,60,691.0,5,75.08,4,0,home_improvement,0
70,60938.0,26316.0,36,563.0,12,43.18,6,1,debt_consolidation,0
52,72927.0,20812.0,60,724.0,0,28.54,8,0,car,0
67,21764.0,20129.0,36,476.0,8,92.49,4,1,small_business,0
42,10410.0,738.0,36,522.0,2,7.09,2,0,car,0
43,43849.0,8856.0,36,706.0,2,20.2,6,1,small_business,0
22,9930.0,17500.0,36,647.0,0,176.23,3,0,home_improvement,0
47,38720.0,500.0,36,759.0,5,1.29,3,0,debt_consolidation,0
62,51287.0,20606.0,36,694.0,4,40.18,2,1,debt_consolidation,0
22,39487.0,6081.0,36,641.0,7,15.4,3,0,car,0
46,42168.0,10282.0,36,606.0,1,24.38,6,2,debt_consolidation,0
37,24967.0,23528.0,48,596.0,1,94.24,11,0,home_improvement,0
60,60763.0,8329.0,36,666.0,1,13.71,3,0,debt_consolidation,0
53,23731.0,20634.0,72,599.0,2,86.95,3,0,home_improvement,0
29,8000.0,16740.0,60,657.0,1,209.25,2,0,small_business,0
63,40853.0,2297.0,60,593.0,1,5.62,4,0,debt_consolidation,0
74,63300.0,25577.0,48,654.0,1,40.41,2,1,debt_consolidation,0
68,46597.0,26193.0,48,748.0,1,56.21,5,0,debt_consolidation,0
59,21704.0,26845.0,36,679.0,2,123.69,3,1,debt_consolidation,0
49,47039.0,37892.0,60,607.0,2,80.55,5,1,home_improvement,0
62,53766.0,10066.0,36,665.0,5,18.72,4,0,home_improvement,0
46,46806.0,500.0,36,659.0,5,1.07,3,0,debt_consolidation,0
55,39708.0,7116.0,36,654.0,4,17.92,5,0,debt_consolidation,0
70,54721.0,26514.0,36,667.0,5,48.45,2,0,debt_consolidation,0
45,10231.0,14024.0,36,704.0,0,137.07,6,0,home_improvement,0
44,27121.0,500.0,72,715.0,2,1.84,3,0,debt_consolidation,0
33,18896.0,500.0,36,640.0,1,2.65,5,2,debt_consolidation,0
27,71968.0,32044.0,60,544.0,1,44.53,6,0,car,0
56,59241.0,22303.0,36,646.0,4,37.65,2,0,debt_consolidation,0
65,48703.0,9040.0,48,629.0,5,18.56,3,0,car,0
40,15988.0,37590.0,48,679.0,0,235.11,6,0,debt_consolidation,0
21,59883.0,46787.0,48,555.0,0,78.13,2,0,car,0
28,72731.0,27418.0,36,675.0,3,37.7,2,0,debt_consolidation,0
66,56430.0,24064.0,48,649.0,0,42.64,5,0,home_improvement,0
36,44296.0,21339.0,36,572.0,4,48.17,2,0,debt_consolidation,0
34,57634.0,25268.0,48,495.0,5,43.84,8,0,debt_consolidation,0
32,50458.0,38500.0,48,701.0,2,76.3,8,0,home_improvement,0
71,63522.0,3327.0,36,571.0,7,5.24,6,0,debt_consolidation,0
43,63074.0,10931.0,36,536.0,0,17.33,4,0,debt_consolidation,0
35,40579.0,14427.0,36,600.0,1,35.55,4,0,debt_consolidation,0
48,31787.0,21892.0,60,722.0,4,68.87,2,0,debt_consolidation,0
54,37004.0,33785.0,60,654.0,9,91.3,5,1,debt_consolidation,0
22,55717.0,19954.0,36,671.0,10,35.81,4,0,home_improvement,0
52,38211.0,22503.0,36,637.0,0,58.89,5,0,home_improvement,0
43,29989.0,23121.0,36,661.0,3,77.1,6,1,home_improvement,0
42,44981.0,15277.0,36,626.0,0,33.96,5,0,debt_consolidation,0
71,67149.0,10006.0,60,607.0,4,14.9,4,0,debt_consolidation,0
45,47702.0,15896.0,48,595.0,4,33.32,2,0,home_improvement,0
42,39476.0,7148.0,60,619.0,6,18.11,3,0,debt_consolidation,0
42,51409.0,7355.0,60,809.0,2,14.31,8,0,home_improvement,0
69,46681.0,19416.0,48,680.0,6,41.59,4,1,small_business,0
72,8000.0,9261.0,48,580.0,8,115.76,2,0,debt_consolidation,0
62,58935.0,37160.0,48,547.0,2,63.05,4,0,debt_consolidation,0
26,53149.0,16759.0,48,634.0,2,31.53,3,1,small_business,0
35,45323.0,31311.0,60,520.0,2,69.08,7,0,small_business,0
74,66247.0,500.0,60,703.0,2,0.75,4,1,car,0
63,69260.0,500.0,36,461.0,4,0.72,6,0,debt_consolidation,0
57,60975.0,13667.0,60,618.0,0,22.41,1,1,debt_consolidation,0
53,27994.0,26241.0,48,514.0,2,93.74,5,0,small_business,0
28,28686.0,9119.0,36,671.0,2,31.79,2,0,other,0
73,67347.0,13795.0,60,587.0,1,20.48,5,0,car,0
64,8000.0,26999.0,36,689.0,2,337.49,4,1,other,1
64,42023.0,10344.0,60,489.0,2,24.62,4,0,small_business,0
25,53797.0,5910.0,72,719.0,4,10.99,3,0,debt_consolidation,0
59,9992.0,23501.0,36,665.0,1,235.2,5,0,debt_consolidation,0
24,49687.0,500.0,60,638.0,9,1.01,7,1,small_business,0
26,64089.0,10516.0,60,581.0,2,16.41,4,1,debt_consolidation,0
65,15288.0,16371.0,48,618.0,3,107.08,3,0,debt_consolidation,0
52,78163.0,21348.0,36,690.0,1,27.31,3,0,debt_consolidation,0
72,24803.0,24872.0,36,582.0,4,100.28,2,0,debt_consolidation,0
50,56495.0,26744.0,36,632.0,2,47.34,2,0,other,0
67,43328.0,11370.0,36,619.0,1,26.24,1,0,small_business,0
55,46390.0,26490.0,48,653.0,1,57.1,3,1,car,0
60,19330.0,21074.0,60,542.0,1,109.02,3,0,car,0
72,70209.0,23654.0,72,742.0,2,33.69,3,0,debt_consolidation,0
36,51518.0,7395.0,36,706.0,1,14.35,4,0,debt_consolidation,0
33,77417.0,22981.0,36,516.0,1,29.68,6,0,debt_consolidation,0
70,19852.0,13167.0,60,503.0,10,66.33,5,0,home_improvement,0
62,41375.0,15574.0,36,738.0,1,37.64,2,0,debt_consolidation,0
50,49191.0,16982.0,60,645.0,3,34.52,6,1,home_improvement,0
39,46208.0,40358.0,60,514.0,1,87.34,5,0,debt_consolidation,0
37,58336.0,4022.0,48,605.0,5,6.89,1,0,home_improvement,0
39,41122.0,29272.0,36,620.0,4,71.18,4,0,home_improvement,0
48,87441.0,32164.0,36,685.0,1,36.78,2,1,debt_consolidation,0
46,45797.0,24907.0,36,706.0,4,54.39,7,0,home_improvement,0
57,8000.0,8575.0,36,649.0,4,107.19,6,0,home_improvement,0
46,46684.0,35358.0,48,628.0,0,75.74,2,0,debt_consolidation,0
73,70229.0,11016.0,36,607.0,3,15.69,10,0,debt_consolidation,0
43,26534.0,23245.0,48,739.0,5,87.6,4,0,home_improvement,0
29,25265.0,16451.0,60,610.0,0,65.11,3,0,debt_consolidation,0
32,28192.0,10570.0,36,676.0,2,37.49,6,0,car,0
73,23470.0,21560.0,48,565.0,5,91.86,4,0,debt_consolidation,0
21,35412.0,37553.0,60,551.0,9,106.05,2,0,debt_consolidation,0
21,63186.0,18076.0,36,653.0,3,28.61,4,0,other,0
67,75527.0,38741.0,36,613.0,1,51.29,3,0,home_improvement,0
54,8000.0,12801.0,48,544.0,3,160.01,3,1,home_improvement,0
52,37431.0,15929.0,48,617.0,0,42.56,1,0,car,0
74,51054.0,500.0,48,814.0,2,0.98,0,0,debt_consolidation,0
68,49054.0,8306.0,36,637.0,4,16.93,5,1,home_improvement,0
45,82999.0,12380.0,36,619.0,0,14.92,9,1,debt_consolidation,0
60,8000.0,11051.0,36,619.0,3,138.14,5,0,debt_consolidation,0
65,8000.0,3477.0,36,724.0,3,43.46,3,1,debt_consolidation,0
73,86244.0,5858.0,48,630.0,1,6.79,4,0,debt_consolidation,0
21,60069.0,11561.0,48,657.0,3,19.25,7,0,debt_consolidation,0
36,33573.0,29238.0,48,690.0,2,87.09,4,0,debt_consolidation,0
59,48432.0,500.0,36,731.0,2,1.03,1,0,debt_consolidation,0
25,49864.0,500.0,36,589.0,1,1.0,6,0,debt_consolidation,0
42,33090.0,500.0,60,573.0,5,1.51,10,0,home_improvement,0
49,47836.0,4831.0,48,590.0,1,10.1,5,0,debt_consolidation,0
23,52096.0,22644.0,60,686.0,5,43.47,2,0,debt_consolidation,0
32,85311.0,10724.0,36,694.0,0,12.57,2,0,debt_consolidation,0
46,64269.0,10560.0,48,654.0,1,16.43,5,0,debt_consolidation,0
36,79786.0,10291.0,48,709.0,2,12.9,2,0,small_business,0
71,18129.0,500.0,72,694.0,2,2.76,3,0,home_improvement,0
57,38056.0,25337.0,72,596.0,2,66.58,2,1,car,0
42,49845.0,30726.0,72,535.0,3,61.64,8,0,debt_consolidation,0
49,8000.0,10974.0,60,609.0,3,137.18,6,0,small_business,0
34,68637.0,16026.0,48,678.0,2,23.35,3,2,debt_consolidation,0
48,57844.0,16425.0,36,675.0,5,28.4,5,0,debt_consolidation,0
25,37657.0,2186.0,48,514.0,1,5.81,2,0,debt_consolidation,0
67,41333.0,9702.0,36,475.0,6,23.47,5,0,debt_consolidation,0
69,70077.0,36429.0,36,688.0,5,51.98,7,0,debt_consolidation,0
50,29091.0,14952.0,48,690.0,1,51.4,1,1,home_improvement,0
66,70884.0,17682.0,60,665.0,3,24.94,3,1,debt_consolidation,0
72,39959.0,6676.0,48,703.0,1,16.71,5,0,debt_consolidation,0
25,60120.0,9840.0,36,655.0,9,16.37,7,0,debt_consolidation,0
32,46735.0,22756.0,48,547.0,2,48.69,3,0,debt_consolidation,0
36,89664.0,4925.0,60,618.0,1,5.49,3,0,small_business,0
46,27252.0,34440.0,48,635.0,3,126.38,4,1,debt_consolidation,0
46,33534.0,500.0,48,600.0,4,1.49,4,0,home_improvement,0
68,14877.0,7402.0,48,599.0,3,49.75,3,1,home_improvement,0
41,23065.0,500.0,60,634.0,1,2.17,3,2,car,0
59,59263.0,30892.0,36,582.0,4,52.13,4,0,home_improvement,0
56,77003.0,14565.0,36,491.0,8,18.91,1,1,debt_consolidation,0
53,61530.0,11563.0,36,647.0,9,18.79,3,0,car,0
50,44892.0,19771.0,36,727.0,3,44.04,3,0,debt_consolidation,0
57,27128.0,31788.0,36,486.0,6,117.18,7,0,debt_consolidation,0
43,62968.0,17593.0,48,652.0,12,27.94,2,0,home_improvement,0
30,26028.0,28712.0,36,569.0,0,110.31,3,4,other,0
74,18021.0,11476.0,36,688.0,2,63.68,4,0,home_improvement,0
25,38831.0,3464.0,36,667.0,1,8.92,1,0,other,0
56,8000.0,17787.0,60,714.0,2,222.34,6,0,car,0
54,17372.0,6632.0,48,581.0,7,38.18,4,0,small_business,0
72,82720.0,23265.0,36,645.0,12,28.12,4,0,car,0
51,13664.0,10088.0,36,814.0,7,73.83,6,0,debt_consolidation,0
30,21237.0,13985.0,36,654.0,1,65.85,1,1,debt_consolidation,0
39,46437.0,500.0,48,690.0,5,1.08,2,0,car,0
52,47478.0,13503.0,48,738.0,5,28.44,4,0,debt_consolidation,0
21,40308.0,12089.0,60,578.0,3,29.99,3,0,small_business,0
25,8000.0,28956.0,48,499.0,4,361.95,12,0,debt_consolidation,1
65,61970.0,25441.0,60,521.0,7,41.05,4,2,home_improvement,0
24,36139.0,15291.0,36,559.0,15,42.31,3,0,debt_consolidation,0
36,69409.0,500.0,60,611.0,0,0.72,2,0,other,0
44,32104.0,9717.0,48,675.0,1,30.27,1,0,debt_consolidation,0
36,64650.0,28968.0,36,707.0,8,44.81,5,0,debt_consolidation,0
22,70922.0,12619.0,36,565.0,1,17.79,6,0,home_improvement,0
69,35661.0,2199.0,48,790.0,0,6.17,7,1,debt_consolidation,0
48,62609.0,28822.0,36,731.0,1,46.03,3,1,car,0
52,18429.0,500.0,60,605.0,2,2.71,2,1,debt_consolidation,0
47,50274.0,13645.0,60,807.0,1,27.14,4,0,small_business,0
40,69445.0,21697.0,36,682.0,5,31.24,0,0,home_improvement,0
44,55370.0,16513.0,36,635.0,3,29.82,3,0,debt_consolidation,0
32,93124.0,500.0,72,574.0,2,0.54,8,0,debt_consolidation,0
70,56487.0,3850.0,36,562.0,18,6.82,6,0,car,0
55,37695.0,6624.0,36,706.0,7,17.57,6,1,debt_consolidation,0
53,101818.0,24414.0,36,647.0,6,23.98,3,0,small_business,0
53,77674.0,17046.0,72,670.0,3,21.95,5,0,home_improvement,0
71,12942.0,10349.0,60,560.0,5,79.96,5,0,home_improvement,0
63,29317.0,19907.0,36,678.0,1,67.9,4,0,debt_consolidation,0
57,24237.0,5998.0,36,645.0,1,24.75,5,1,debt_consolidation,0
32,57913.0,23861.0,36,564.0,7,41.2,2,0,debt_consolidation,0
23,56423.0,20407.0,36,540.0,3,36.17,0,0,debt_consolidation,0
21,56269.0,12306.0,48,643.0,1,21.87,3,0,home_improvement,0
53,12402.0,13053.0,36,688.0,6,105.25,2,0,debt_consolidation,0
60,32238.0,10898.0,48,714.0,2,33.8,2,0,car,0
30,42014.0,26951.0,48,656.0,2,64.15,0,0,home_improvement,0
63,8562.0,17593.0,36,584.0,0,205.48,4,0,car,0
64,27563.0,12402.0,72,641.0,3,45.0,6,0,debt_consolidation,0
49,72129.0,3356.0,36,665.0,2,4.65,5,1,home_improvement,0
33,13918.0,22074.0,36,586.0,1,158.6,3,0,small_business,0
32,74105.0,21513.0,60,607.0,0,29.03,4,2,debt_consolidation,0
51,66823.0,8692.0,36,642.0,1,13.01,0,0,debt_consolidation,0
66,39185.0,9958.0,36,656.0,1,25.41,2,0,home_improvement,0
22,32023.0,13596.0,36,552.0,6,42.46,5,0,debt_consolidation,0
71,61637.0,1156.0,36,601.0,2,1.88,6,0,home_improvement,0
70,29245.0,15884.0,72,650.0,4,54.31,4,0,debt_consolidation,0
55,30240.0,500.0,36,675.0,2,1.65,3,0,debt_consolidation,0
43,44523.0,500.0,36,650.0,2,1.12,5,0,debt_consolidation,0
37,8000.0,8885.0,60,660.0,5,111.06,3,0,home_improvement,0
46,16000.0,7460.0,36,658.0,4,46.62,4,0,debt_consolidation,0
28,38687.0,20417.0,60,582.0,1,52.77,3,1,car,0
49,54514.0,18396.0,36,736.0,3,33.75,4,2,debt_consolidation,0
46,28969.0,31519.0,36,613.0,3,108.8,2,0,debt_consolidation,0
30,41048.0,16114.0,36,587.0,2,39.26,3,2,debt_consolidation,0
46,12731.0,17474.0,36,538.0,0,137.26,3,0,car,0
54,63650.0,1043.0,36,604.0,1,1.64,9,0,debt_consolidation,0
71,49402.0,1068.0,36,591.0,1,2.16,3,0,home_improvement,0
61,51171.0,15773.0,48,614.0,4,30.82,6,0,home_improvement,0
27,54765.0,15981.0,36,662.0,5,29.18,6,0,car,0
24,46563.0,18475.0,36,723.0,2,39.68,6,0,other,0
73,35325.0,30236.0,36,697.0,3,85.59,2,1,debt_consolidation,0
70,67593.0,1598.0,48,499.0,3,2.36,4,1,debt_consolidation,0
65,48138.0,35279.0,36,711.0,3,73.29,9,1,home_improvement,0
31,41686.0,500.0,36,676.0,2,1.2,3,0,debt_consolidation,0
49,44827.0,19475.0,60,766.0,3,43.44,6,1,debt_consolidation,0
56,44401.0,500.0,36,595.0,6,1.13,5,0,debt_consolidation,0
45,41485.0,23690.0,36,569.0,8,57.1,2,0,debt_consolidation,0
41,53922.0,500.0,36,701.0,0,0.93,5,0,car,0
56,26283.0,500.0,36,693.0,0,1.9,3,0,car,0
30,27744.0,16750.0,60,593.0,2,60.37,7,1,debt_consolidation,0
57,56185.0,13500.0,36,622.0,2,24.03,4,2,debt_consolidation,0
29,42095.0,28273.0,36,674.0,2,67.16,6,0,debt_consolidation,0
44,64428.0,15934.0,36,664.0,2,24.73,4,0,debt_consolidation,0
55,53178.0,6062.0,72,637.0,7,11.4,6,0,small_business,0
69,33947.0,8522.0,36,646.0,3,25.1,8,1,home_improvement,0
55,56502.0,53592.0,48,583.0,2,94.85,4,0,debt_consolidation,0
68,68944.0,4505.0,36,626.0,2,6.53,6,0,other,0
56,53940.0,21295.0,48,543.0,6,39.48,4,0,other,0
38,58312.0,19826.0,48,640.0,1,34.0,2,0,debt_consolidation,0
69,41565.0,21574.0,36,544.0,0,51.9,2,0,debt_consolidation,0
59,64861.0,20595.0,36,563.0,2,31.75,8,1,other,0
52,33386.0,11789.0,36,850.0,10,35.31,6,0,car,0
44,51771.0,500.0,36,507.0,5,0.97,8,0,debt_consolidation,0
43,96390.0,16868.0,36,708.0,2,17.5,4,0,debt_consolidation,0
52,55778.0,14846.0,36,659.0,1,26.62,4,2,home_improvement,0
57,36586.0,16487.0,36,661.0,3,45.06,0,0,car,0
32,36534.0,21783.0,36,565.0,6,59.62,2,0,debt_consolidation,0
69,43573.0,10037.0,48,691.0,4,23.03,2,0,home_improvement,0
33,62025.0,7557.0,36,513.0,2,12.18,4,0,debt_consolidation,0
43,47916.0,25810.0,36,605.0,4,53.87,3,0,debt_consolidation,0
45,32029.0,11054.0,48,641.0,10,34.51,3,1,home_improvement,0
55,31994.0,9075.0,48,756.0,2,28.36,5,0,other,0
61,48041.0,8037.0,60,686.0,2,16.73,2,0,home_improvement,0
50,45848.0,22135.0,60,610.0,2,48.28,6,1,home_improvement,0
37,54100.0,12483.0,48,620.0,3,23.07,3,1,home_improvement,0
69,63350.0,41554.0,36,680.0,3,65.59,3,0,debt_consolidation,0
40,99547.0,15689.0,48,555.0,1,15.76,3,0,home_improvement,0
68,15759.0,521.0,48,718.0,3,3.31,2,0,debt_consolidation,0
45,58737.0,9758.0,60,633.0,0,16.61,6,1,home_improvement,0
42,46966.0,22864.0,36,579.0,8,48.68,4,0,home_improvement,0
33,8108.0,7798.0,48,542.0,0,96.18,3,1,debt_consolidation,0
39,69991.0,14793.0,48,465.0,10,21.14,4,0,home_improvement,0
69,53423.0,26741.0,36,763.0,10,50.06,4,0,small_business,0
56,60996.0,28546.0,48,508.0,2,46.8,8,0,debt_consolidation,0
32,11012.0,8707.0,36,674.0,1,79.07,2,1,small_business,0
61,40592.0,11918.0,48,670.0,1,29.36,4,0,home_improvement,0
39,23416.0,16162.0,48,607.0,1,69.02,3,1,car,0
32,88262.0,31108.0,36,632.0,1,35.25,3,1,car,0
29,67891.0,1802.0,60,612.0,2,2.65,5,0,debt_consolidation,0
27,31381.0,19317.0,60,656.0,4,61.56,2,0,debt_consolidation,0
48,14267.0,15665.0,36,613.0,2,109.8,5,0,home_improvement,0
34,48881.0,4236.0,36,620.0,5,8.67,1,0,debt_consolidation,0
51,66848.0,29848.0,48,634.0,2,44.65,2,0,home_improvement,0
72,10299.0,26884.0,36,684.0,0,261.04,7,1,car,0
39,26365.0,33459.0,36,682.0,0,126.91,2,0,debt_consolidation,0
67,22888.0,29162.0,60,631.0,3,127.41,5,0,home_improvement,0
36,62339.0,15122.0,72,622.0,1,24.26,6,0,debt_consolidation,0
73,37603.0,22433.0,36,679.0,3,59.66,3,0,car,0
25,38441.0,18982.0,36,580.0,2,49.38,6,1,other,0
55,48493.0,4115.0,48,558.0,4,8.49,2,3,debt_consolidation,0
32,27434.0,500.0,48,546.0,1,1.82,2,0,debt_consolidation,0
45,16126.0,19428.0,60,657.0,5,120.48,6,1,debt_consolidation,0
72,72394.0,16158.0,36,717.0,1,22.32,6,0,debt_consolidation,0
41,74250.0,10963.0,48,645.0,5,14.76,5,1,debt_consolidation,0
56,48592.0,13892.0,36,658.0,0,28.59,3,1,home_improvement,0
73,50043.0,36234.0,48,604.0,1,72.41,6,0,debt_consolidation,0
43,70220.0,500.0,36,658.0,1,0.71,7,0,home_improvement,0
36,48133.0,22679.0,60,650.0,2,47.12,5,1,debt_consolidation,0
59,36618.0,25110.0,48,674.0,9,68.57,2,1,small_business,0
65,45787.0,26613.0,60,473.0,1,58.12,3,0,home_improvement,0
73,72863.0,500.0,36,670.0,0,0.69,2,1,home_improvement,0
62,46066.0,11482.0,48,684.0,0,24.93,6,0,car,0
59,31612.0,10882.0,72,682.0,0,34.42,5,0,car,0
34,47940.0,18504.0,60,632.0,0,38.6,5,0,debt_consolidation,0
51,58124.0,1447.0,60,763.0,3,2.49,3,0,small_business,0
25,55725.0,19542.0,36,706.0,0,35.07,3,0,home_improvement,0
55,56056.0,4383.0,36,742.0,1,7.82,3,0,car,0
43,28466.0,11429.0,36,672.0,3,40.15,9,1,car,0
49,60402.0,31141.0,36,640.0,2,51.56,4,0,debt_consolidation,0
63,45569.0,25106.0,36,681.0,0,55.09,3,0,debt_consolidation,0
31,30764.0,16486.0,48,596.0,11,53.59,4,0,debt_consolidation,0
38,60243.0,500.0,60,698.0,3,0.83,3,0,debt_consolidation,0
67,35927.0,18989.0,48,608.0,3,52.85,4,1,debt_consolidation,0
32,13514.0,19795.0,60,599.0,6,146.48,6,0,car,0
29,24988.0,500.0,36,548.0,7,2.0,1,0,debt_consolidation,0
30,41367.0,19210.0,60,710.0,0,46.44,4,0,car,0
64,56566.0,2087.0,36,781.0,0,3.69,4,0,debt_consolidation,0
37,27719.0,500.0,36,736.0,4,1.8,2,0,debt_consolidation,0
58,40187.0,1536.0,36,703.0,4,3.82,5,1,car,0
27,20668.0,500.0,60,705.0,1,2.42,2,1,debt_consolidation,0
66,64641.0,10109.0,72,703.0,1,15.64,3,0,home_improvement,0
33,79347.0,2937.0,36,631.0,3,3.7,5,0,debt_consolidation,0
60,77186.0,28687.0,36,613.0,5,37.17,7,0,car,0
62,64300.0,10691.0,48,572.0,3,16.63,3,0,home_improvement,0
29,62250.0,6362.0,48,770.0,5,10.22,3,0,car,0
70,8000.0,500.0,48,626.0,1,6.25,3,0,debt_consolidation,0
47,48543.0,9865.0,36,650.0,1,20.32,6,1,car,0
22,35078.0,31241.0,60,561.0,0,89.06,5,0,debt_consolidation,0
25,62609.0,33568.0,36,586.0,13,53.62,0,1,debt_consolidation,0
49,8000.0,10623.0,36,571.0,5,132.79,4,0,other,0
57,48859.0,14166.0,36,615.0,4,28.99,5,0,debt_consolidation,0
58,40711.0,23435.0,60,685.0,1,57.56,5,0,home_improvement,0
39,67369.0,2694.0,36,673.0,4,4.0,3,0,other,0
28,75960.0,19429.0,48,682.0,6,25.58,5,0,other,0
68,26423.0,43401.0,36,639.0,5,164.25,7,0,debt_consolidation,0
65,27326.0,24181.0,36,692.0,4,88.49,5,0,debt_consolidation,0
21,49610.0,23799.0,72,630.0,1,47.97,4,0,home_improvement,0
42,79675.0,31126.0,36,672.0,4,39.07,2,0,debt_consolidation,0
72,46203.0,25845.0,60,613.0,2,55.94,3,0,home_improvement,0
37,19417.0,11966.0,60,717.0,2,61.63,2,0,debt_consolidation,0
27,32883.0,842.0,48,577.0,10,2.56,2,0,debt_consolidation,0
45,49053.0,13398.0,36,719.0,0,27.31,3,0,other,0
65,49804.0,3364.0,60,665.0,6,6.75,4,1,debt_consolidation,0
24,30918.0,11617.0,60,746.0,1,37.57,2,1,home_improvement,0
56,32484.0,4545.0,72,594.0,2,13.99,6,0,home_improvement,0
26,25369.0,10322.0,60,624.0,1,40.69,5,0,car,0
51,67823.0,500.0,36,622.0,2,0.74,2,0,home_improvement,0
39,28304.0,6680.0,48,580.0,5,23.6,4,1,debt_consolidation,0
64,35704.0,19866.0,36,778.0,1,55.64,4,1,car,0
74,35135.0,22895.0,36,590.0,4,65.16,4,0,debt_consolidation,0
59,12881.0,20291.0,48,575.0,2,157.53,5,1,other,1
47,27732.0,10488.0,60,742.0,8,37.82,6,0,debt_consolidation,0
30,69563.0,16498.0,48,694.0,2,23.72,2,1,debt_consolidation,0
46,20814.0,38328.0,60,627.0,0,184.15,7,0,debt_consolidation,0
39,25727.0,6351.0,36,510.0,7,24.69,7,0,other,0
59,18349.0,34259.0,36,760.0,8,186.71,2,0,home_improvement,0
23,43188.0,500.0,36,776.0,1,1.16,6,0,home_improvement,0
65,82710.0,500.0,36,683.0,11,0.6,5,0,car,0
33,42346.0,13233.0,36,676.0,2,31.25,2,0,debt_consolidation,0
70,46335.0,14551.0,60,654.0,7,31.4,1,0,debt_consolidation,0
48,29091.0,1432.0,48,610.0,1,4.92,5,1,debt_consolidation,0
40,43768.0,11051.0,36,725.0,0,25.25,2,0,debt_consolidation,0
48,69581.0,19831.0,36,613.0,5,28.5,2,1,car,0
28,47858.0,3302.0,48,679.0,7,6.9,3,1,small_business,0
61,87635.0,27191.0,36,655.0,1,31.03,5,0,car,0
59,70190.0,28502.0,48,639.0,2,40.61,0,0,other,0
21,43274.0,29941.0,36,580.0,5,69.19,6,1,small_business,0
23,42884.0,4105.0,36,556.0,2,9.57,3,0,debt_consolidation,0
33,77618.0,5666.0,48,675.0,5,7.3,3,0,debt_consolidation,0
48,47747.0,12926.0,48,610.0,3,27.07,2,1,car,0
69,73178.0,11733.0,36,650.0,4,16.03,5,0,home_improvement,0
45,85058.0,11092.0,72,654.0,8,13.04,1,0,debt_consolidation,1
53,40916.0,24069.0,36,662.0,2,58.83,6,0,debt_consolidation,0
58,52039.0,22340.0,36,632.0,4,42.93,1,0,car,0
73,64600.0,4505.0,48,685.0,4,6.97,1,1,small_business,0
26,60350.0,1306.0,48,634.0,2,2.16,3,0,home_improvement,0
64,60210.0,500.0,36,623.0,1,0.83,6,1,other,0
65,18331.0,4451.0,48,692.0,6,24.28,2,0,debt_consolidation,0
52,28032.0,25151.0,36,642.0,1,89.72,1,0,debt_consolidation,0
65,35095.0,16720.0,72,656.0,1,47.64,3,0,debt_consolidation,0
67,69288.0,26110.0,48,706.0,11,37.68,2,0,debt_consolidation,0
41,20293.0,500.0,36,670.0,1,2.46,3,1,debt_consolidation,0
36,75465.0,18281.0,36,705.0,6,24.22,7,0,home_improvement,0
74,60597.0,18127.0,48,529.0,1,29.91,2,0,small_business,0
41,68085.0,29404.0,48,825.0,2,43.19,10,1,debt_consolidation,0
31,26409.0,10091.0,60,690.0,2,38.21,4,1,home_improvement,0
57,46446.0,9242.0,60,682.0,1,19.9,8,0,debt_consolidation,0
56,50979.0,33078.0,36,630.0,4,64.89,6,0,debt_consolidation,0
